Cosine Similarity,Class,Modality Pair,i,j
0.86226267,6,rgb_pca,0,1
0.8730606,6,rgb_pca,0,1
0.8407252,6,rgb_pca,0,1
0.7799329,6,rgb_pca,0,1
0.805397,6,rgb_pca,0,1
0.8155203,6,rgb_pca,0,1
0.8109479,6,rgb_pca,0,1
0.8218663,6,rgb_pca,0,1
0.8362514,6,rgb_pca,0,1
0.8405384,6,rgb_pca,0,1
0.8090776,6,rgb_pca,0,1
0.7336571,6,rgb_pca,0,1
0.75142133,6,rgb_pca,0,1
0.77805495,6,rgb_pca,0,1
0.7900622,6,rgb_pca,0,1
0.7812893,6,rgb_pca,0,1
0.79280937,6,rgb_pca,0,1
0.7971244,6,rgb_pca,0,1
0.7832773,6,rgb_pca,0,1
0.7903597,6,rgb_pca,0,1
0.75614125,6,rgb_pca,0,1
0.6956262,6,rgb_pca,0,1
0.73474705,6,rgb_pca,0,1
0.77249503,6,rgb_pca,0,1
0.79596204,6,rgb_pca,0,1
0.78759253,6,rgb_pca,0,1
0.7681831,6,rgb_pca,0,1
0.7382878,6,rgb_pca,0,1
0.7577846,6,rgb_pca,0,1
0.7511413,6,rgb_pca,0,1
0.7761524,6,rgb_pca,0,1
0.7808121,6,rgb_pca,0,1
0.7572629,6,rgb_pca,0,1
0.79190975,6,rgb_pca,0,1
0.7451744,6,rgb_pca,0,1
0.75772697,6,rgb_pca,0,1
0.7539309,6,rgb_pca,0,1
0.77377856,6,rgb_pca,0,1
0.7599941,6,rgb_pca,0,1
0.7779108,6,rgb_pca,0,1
0.78482425,6,rgb_pca,0,1
0.73863804,6,rgb_pca,0,1
0.7659575,6,rgb_pca,0,1
0.7654698,2,rgb_pca,0,1
0.7846432,2,rgb_pca,0,1
0.7559086,2,rgb_pca,0,1
0.7658285,2,rgb_pca,0,1
0.7727157,2,rgb_pca,0,1
0.75249386,2,rgb_pca,0,1
0.77400255,2,rgb_pca,0,1
0.8150813,2,rgb_pca,0,1
0.7598644,2,rgb_pca,0,1
0.75122947,2,rgb_pca,0,1
0.75604886,2,rgb_pca,0,1
0.77716535,2,rgb_pca,0,1
0.8209425,2,rgb_pca,0,1
0.80730104,2,rgb_pca,0,1
0.7869536,2,rgb_pca,0,1
0.8093173,2,rgb_pca,0,1
0.7239079,2,rgb_pca,0,1
0.69591063,2,rgb_pca,0,1
0.60696113,2,rgb_pca,0,1
0.61113393,2,rgb_pca,0,1
0.75387466,2,rgb_pca,0,1
0.80693483,2,rgb_pca,0,1
0.65247613,2,rgb_pca,0,1
0.5570128,2,rgb_pca,0,1
0.5806832,2,rgb_pca,0,1
0.75437355,2,rgb_pca,0,1
0.8131702,2,rgb_pca,0,1
0.88191247,6,rgb_pca,0,1
0.8599569,6,rgb_pca,0,1
0.86633885,6,rgb_pca,0,1
0.80961305,6,rgb_pca,0,1
0.8482021,6,rgb_pca,0,1
0.82685745,6,rgb_pca,0,1
0.80383044,6,rgb_pca,0,1
0.7596049,6,rgb_pca,0,1
0.82558084,6,rgb_pca,0,1
0.78517747,6,rgb_pca,0,1
0.8317765,6,rgb_pca,0,1
0.7943603,6,rgb_pca,0,1
0.77187496,6,rgb_pca,0,1
0.8375292,6,rgb_pca,0,1
0.8116853,6,rgb_pca,0,1
0.7601192,6,rgb_pca,0,1
0.86000544,6,rgb_pca,0,1
0.83777547,6,rgb_pca,0,1
0.8077899,6,rgb_pca,0,1
0.8265521,6,rgb_pca,0,1
0.80696946,6,rgb_pca,0,1
0.8002309,6,rgb_pca,0,1
0.81463397,6,rgb_pca,0,1
0.8142125,6,rgb_pca,0,1
0.797566,6,rgb_pca,0,1
0.7721052,6,rgb_pca,0,1
0.7918082,6,rgb_pca,0,1
0.83395076,6,rgb_pca,0,1
0.79883623,6,rgb_pca,0,1
0.7491474,6,rgb_pca,0,1
0.75995004,6,rgb_pca,0,1
0.8473579,6,rgb_pca,0,1
0.80727434,6,rgb_pca,0,1
0.73466706,6,rgb_pca,0,1
0.76632005,6,rgb_pca,0,1
0.8063685,2,rgb_pca,0,1
0.8073207,2,rgb_pca,0,1
0.8108779,2,rgb_pca,0,1
0.83228785,2,rgb_pca,0,1
0.82180566,2,rgb_pca,0,1
0.8081382,2,rgb_pca,0,1
0.82302344,2,rgb_pca,0,1
0.8247689,2,rgb_pca,0,1
0.79190665,2,rgb_pca,0,1
0.7861787,2,rgb_pca,0,1
0.73592734,2,rgb_pca,0,1
0.7446822,2,rgb_pca,0,1
0.84217954,2,rgb_pca,0,1
0.8179518,2,rgb_pca,0,1
0.76856315,2,rgb_pca,0,1
0.7774835,2,rgb_pca,0,1
0.78413075,2,rgb_pca,0,1
0.7594168,2,rgb_pca,0,1
0.6738925,2,rgb_pca,0,1
0.6515679,2,rgb_pca,0,1
0.7545711,2,rgb_pca,0,1
0.8086351,2,rgb_pca,0,1
0.77014333,2,rgb_pca,0,1
0.6624905,2,rgb_pca,0,1
0.6197657,2,rgb_pca,0,1
0.74485826,2,rgb_pca,0,1
0.8165027,2,rgb_pca,0,1
0.75653213,2,rgb_pca,0,1
0.7301633,2,rgb_pca,0,1
0.79322493,2,rgb_pca,0,1
0.802866,2,rgb_pca,0,1
0.80475134,2,rgb_pca,0,1
0.8131498,2,rgb_pca,0,1
0.8241019,2,rgb_pca,0,1
0.7982441,2,rgb_pca,0,1
0.74688953,2,rgb_pca,0,1
0.7662542,2,rgb_pca,0,1
0.78528833,2,rgb_pca,0,1
0.77598643,2,rgb_pca,0,1
0.76136804,2,rgb_pca,0,1
0.7645552,2,rgb_pca,0,1
0.78605723,2,rgb_pca,0,1
0.7770196,2,rgb_pca,0,1
0.7531829,2,rgb_pca,0,1
0.7252134,2,rgb_pca,0,1
0.5736091,2,rgb_pca,0,1
0.5624168,2,rgb_pca,0,1
0.72059083,2,rgb_pca,0,1
0.771678,2,rgb_pca,0,1
0.7434641,2,rgb_pca,0,1
0.5599748,2,rgb_pca,0,1
0.5381062,2,rgb_pca,0,1
0.73294604,2,rgb_pca,0,1
0.7846684,2,rgb_pca,0,1
0.7972012,2,rgb_pca,0,1
0.8075489,2,rgb_pca,0,1
0.8075344,2,rgb_pca,0,1
0.76708335,2,rgb_pca,0,1
0.83,2,rgb_pca,0,1
0.7516956,2,rgb_pca,0,1
0.80761266,2,rgb_pca,0,1
0.7758278,2,rgb_pca,0,1
0.77587277,2,rgb_pca,0,1
0.79106605,2,rgb_pca,0,1
0.7681663,2,rgb_pca,0,1
0.7512976,2,rgb_pca,0,1
0.7495593,2,rgb_pca,0,1
0.773121,2,rgb_pca,0,1
0.8071619,2,rgb_pca,0,1
0.7586976,2,rgb_pca,0,1
0.7661263,2,rgb_pca,0,1
0.78969175,2,rgb_pca,0,1
0.7739936,2,rgb_pca,0,1
0.75214267,2,rgb_pca,0,1
0.74144244,2,rgb_pca,0,1
0.7345341,2,rgb_pca,0,1
0.7665147,2,rgb_pca,0,1
0.77488554,2,rgb_pca,0,1
0.74749815,2,rgb_pca,0,1
0.7867937,2,rgb_pca,0,1
0.78045976,2,rgb_pca,0,1
0.8002286,2,rgb_pca,0,1
0.78353477,2,rgb_pca,0,1
0.7583095,2,rgb_pca,0,1
0.749883,2,rgb_pca,0,1
0.76624286,2,rgb_pca,0,1
0.7859969,2,rgb_pca,0,1
0.7943779,2,rgb_pca,0,1
0.8047261,2,rgb_pca,0,1
0.8108741,2,rgb_pca,0,1
0.792187,2,rgb_pca,0,1
0.7779913,2,rgb_pca,0,1
0.7759217,2,rgb_pca,0,1
0.80365896,2,rgb_pca,0,1
0.8216221,2,rgb_pca,0,1
0.8054265,2,rgb_pca,0,1
0.803747,2,rgb_pca,0,1
0.81228197,2,rgb_pca,0,1
0.7985546,2,rgb_pca,0,1
0.79165924,2,rgb_pca,0,1
0.7937385,2,rgb_pca,0,1
0.7811035,2,rgb_pca,0,1
0.7921115,2,rgb_pca,0,1
0.81707746,2,rgb_pca,0,1
0.81301326,2,rgb_pca,0,1
0.81266296,2,rgb_pca,0,1
0.78752154,2,rgb_pca,0,1
0.78630173,2,rgb_pca,0,1
0.7917944,2,rgb_pca,0,1
0.7810501,2,rgb_pca,0,1
0.80253243,2,rgb_pca,0,1
0.780442,2,rgb_pca,0,1
0.77195776,2,rgb_pca,0,1
0.8037132,2,rgb_pca,0,1
0.779129,2,rgb_pca,0,1
0.7735702,2,rgb_pca,0,1
0.802253,2,rgb_pca,0,1
0.7972833,2,rgb_pca,0,1
0.8085374,2,rgb_pca,0,1
0.7750766,2,rgb_pca,0,1
0.79493475,2,rgb_pca,0,1
0.79395425,2,rgb_pca,0,1
0.7909483,2,rgb_pca,0,1
0.7906966,2,rgb_pca,0,1
0.8028277,2,rgb_pca,0,1
0.7618393,2,rgb_pca,0,1
0.77232623,2,rgb_pca,0,1
0.8096039,2,rgb_pca,0,1
0.80286026,2,rgb_pca,0,1
0.8097434,2,rgb_pca,0,1
0.77960074,2,rgb_pca,0,1
0.79406583,2,rgb_pca,0,1
0.79639846,2,rgb_pca,0,1
0.7959738,2,rgb_pca,0,1
0.7742944,2,rgb_pca,0,1
0.7832967,2,rgb_pca,0,1
0.7831377,2,rgb_pca,0,1
0.77779394,2,rgb_pca,0,1
0.779256,2,rgb_pca,0,1
0.77913797,2,rgb_pca,0,1
0.76894045,2,rgb_pca,0,1
0.77135134,2,rgb_pca,0,1
0.7651687,2,rgb_pca,0,1
0.7443465,2,rgb_pca,0,1
0.70798814,2,rgb_pca,0,1
0.7309432,2,rgb_pca,0,1
0.78892815,2,rgb_pca,0,1
0.78046083,2,rgb_pca,0,1
0.78537476,2,rgb_pca,0,1
0.772732,2,rgb_pca,0,1
0.7694477,2,rgb_pca,0,1
0.7543906,2,rgb_pca,0,1
0.77197355,2,rgb_pca,0,1
0.75822455,2,rgb_pca,0,1
0.7641197,2,rgb_pca,0,1
0.7541947,2,rgb_pca,0,1
0.7133547,2,rgb_pca,0,1
0.66047347,2,rgb_pca,0,1
0.7012812,2,rgb_pca,0,1
0.78006816,2,rgb_pca,0,1
0.7800119,2,rgb_pca,0,1
0.7680694,2,rgb_pca,0,1
0.78927875,2,rgb_pca,0,1
0.79305893,2,rgb_pca,0,1
0.7760148,2,rgb_pca,0,1
0.7943346,2,rgb_pca,0,1
0.7976223,2,rgb_pca,0,1
0.79255116,2,rgb_pca,0,1
0.8001719,2,rgb_pca,0,1
0.7889637,2,rgb_pca,0,1
0.75817096,2,rgb_pca,0,1
0.7647121,2,rgb_pca,0,1
0.79828966,2,rgb_pca,0,1
0.7787837,2,rgb_pca,0,1
0.7773065,2,rgb_pca,0,1
0.7833878,2,rgb_pca,0,1
0.7584973,2,rgb_pca,0,1
0.77108794,2,rgb_pca,0,1
0.76188695,2,rgb_pca,0,1
0.7727686,2,rgb_pca,0,1
0.7895262,2,rgb_pca,0,1
0.8078576,2,rgb_pca,0,1
0.79963076,2,rgb_pca,0,1
0.809381,2,rgb_pca,0,1
0.80318034,2,rgb_pca,0,1
0.7908472,2,rgb_pca,0,1
0.7881824,2,rgb_pca,0,1
0.8102211,2,rgb_pca,0,1
0.7718501,2,rgb_pca,0,1
0.7935083,2,rgb_pca,0,1
0.7949487,2,rgb_pca,0,1
0.83651924,2,rgb_pca,0,1
0.749841,2,rgb_pca,0,1
0.80195713,2,rgb_pca,0,1
0.7869097,2,rgb_pca,0,1
0.8062162,2,rgb_pca,0,1
0.78444684,2,rgb_pca,0,1
0.7772041,2,rgb_pca,0,1
0.7815522,2,rgb_pca,0,1
0.80464077,2,rgb_pca,0,1
0.8110168,2,rgb_pca,0,1
0.7824013,2,rgb_pca,0,1
0.7872641,2,rgb_pca,0,1
0.758175,2,rgb_pca,0,1
0.7729649,2,rgb_pca,0,1
0.79488385,2,rgb_pca,0,1
0.8178276,2,rgb_pca,0,1
0.8116038,2,rgb_pca,0,1
0.7770516,2,rgb_pca,0,1
0.7729566,2,rgb_pca,0,1
0.79111433,2,rgb_pca,0,1
0.82017195,2,rgb_pca,0,1
0.82318085,2,rgb_pca,0,1
0.78525877,2,rgb_pca,0,1
0.76535493,2,rgb_pca,0,1
0.7519544,2,rgb_pca,0,1
0.75990313,2,rgb_pca,0,1
0.7693436,2,rgb_pca,0,1
0.74706364,2,rgb_pca,0,1
0.7905855,2,rgb_pca,0,1
0.80629176,2,rgb_pca,0,1
0.7757939,2,rgb_pca,0,1
0.7841637,2,rgb_pca,0,1
0.79493344,2,rgb_pca,0,1
0.7837323,2,rgb_pca,0,1
0.79552186,2,rgb_pca,0,1
0.781878,2,rgb_pca,0,1
0.7884145,2,rgb_pca,0,1
0.75868726,2,rgb_pca,0,1
0.79479873,2,rgb_pca,0,1
0.8127526,2,rgb_pca,0,1
0.7761712,2,rgb_pca,0,1
0.7796382,2,rgb_pca,0,1
0.8086537,2,rgb_pca,0,1
0.8020164,2,rgb_pca,0,1
0.7985704,2,rgb_pca,0,1
0.78339,2,rgb_pca,0,1
0.8167342,2,rgb_pca,0,1
0.82093835,2,rgb_pca,0,1
0.7852848,2,rgb_pca,0,1
0.7802751,2,rgb_pca,0,1
0.7825956,2,rgb_pca,0,1
0.79352945,2,rgb_pca,0,1
0.81385493,2,rgb_pca,0,1
0.8225496,2,rgb_pca,0,1
0.8574764,2,rgb_pca,0,1
0.83450305,2,rgb_pca,0,1
0.80416596,2,rgb_pca,0,1
0.8202393,2,rgb_pca,0,1
0.81057906,2,rgb_pca,0,1
0.8068948,2,rgb_pca,0,1
0.8330592,2,rgb_pca,0,1
0.8107089,2,rgb_pca,0,1
0.8082158,2,rgb_pca,0,1
0.8143065,2,rgb_pca,0,1
0.821362,2,rgb_pca,0,1
0.85220826,2,rgb_pca,0,1
0.8360442,2,rgb_pca,0,1
0.8246747,2,rgb_pca,0,1
0.8219126,2,rgb_pca,0,1
0.8091204,2,rgb_pca,0,1
0.8105155,2,rgb_pca,0,1
0.8190049,2,rgb_pca,0,1
0.8000455,2,rgb_pca,0,1
0.8202819,2,rgb_pca,0,1
0.8124,2,rgb_pca,0,1
0.7727161,2,rgb_pca,0,1
0.7830297,2,rgb_pca,0,1
